m_x,xsec
2570.0,7.33151545025535e-05
2580.0,7.024782776626294e-05
2590.0,6.639669860535429e-05
2600.0,6.522964895108519e-05
2610.0,6.265729047878987e-05
2620.0,6.16337603537486e-05
2630.0,5.911084832006083e-05
2640.0,5.686528813097169e-05
2650.0,5.509007338881813e-05
2660.0,5.3784677970191305e-05
2670.0,5.114330876323024e-05
2680.0,4.9052168878204915e-05
2690.0,4.798223775002881e-05
2700.0,4.617419935241816e-05
2710.0,4.455372376706856e-05
2720.0,4.308167524435692e-05
2730.0,4.1840949614621406e-05
2740.0,4.0700749835433674e-05
2750.0,4.0787164699117796e-05
2760.0,3.943928933784782e-05
2770.0,3.7301072199352156e-05
2780.0,3.5482754193377364e-05
2790.0,3.443429662335703e-05
2800.0,3.3758529445912036e-05
2810.0,3.2515574847566435e-05
2820.0,3.1509733459619096e-05
2830.0,3.0286006107961645e-05
2840.0,2.9380145769826355e-05
2850.0,2.880569116927073e-05
2860.0,2.7963262035805563e-05
2870.0,2.634977665246944e-05
2880.0,2.631258229545046e-05
2890.0,2.5441567844843374e-05
2900.0,2.4786854565445537e-05
2910.0,2.3682517260899987e-05
2920.0,2.276169583881249e-05
2930.0,2.2420367692340377e-05
2940.0,2.1465228752283312e-05
2950.0,2.131541040298505e-05
2960.0,2.039076201787943e-05
2970.0,1.9622542488407954e-05
2980.0,1.8793632404834705e-05
2990.0,1.8558540777897933e-05
3000.0,1.773729193535144e-05
3010.0,1.7267480635371596e-05
3020.0,1.695826071894607e-05
3030.0,1.6282156151564976e-05
3040.0,1.5877127693016484e-05
3050.0,1.501699961962116e-05
3060.0,1.4633737391173093e-05
3070.0,1.4356798939143827e-05
3080.0,1.3934177527830793e-05
3090.0,1.3373186201290091e-05
3100.0,1.2994067320020365e-05
3110.0,1.2407012066197301e-05
3120.0,1.2306202056141301e-05
3130.0,1.1960676904016301e-05
3140.0,1.1398565703364132e-05
3150.0,1.1245829209501363e-05
3160.0,1.0951134957207596e-05
3170.0,1.0622178795694834e-05
3180.0,1.018829587361612e-05
3190.0,9.891888411040105e-06
3200.0,9.658017414583288e-06
3210.0,9.438012114502628e-06
3220.0,9.286997898614926e-06
3230.0,8.815213760287346e-06
3240.0,8.618157362984429e-06
3250.0,8.2671449675272e-06
3260.0,7.855863817484372e-06
3270.0,7.876575271682633e-06
3280.0,7.568328751431869e-06
3290.0,7.371511318501972e-06
3300.0,7.038619564780723e-06
3310.0,6.9073091626315655e-06
3320.0,6.60358318901773e-06
3330.0,6.43226789553502e-06
3340.0,6.22464826653774e-06
3350.0,6.146916458234122e-06
3360.0,5.81204880702192e-06
3370.0,5.797859228312627e-06
3380.0,5.601081589259713e-06
3390.0,5.342288135711548e-06
3400.0,5.35885467016606e-06
3410.0,5.049001339788862e-06
3420.0,5.034046921898441e-06
3430.0,4.8056341861141135e-06
3440.0,4.64107684210935e-06
3450.0,4.442644114722864e-06
3460.0,4.385709264850464e-06
3470.0,4.274706950728648e-06
3480.0,4.158155901925632e-06
3490.0,3.992008166542231e-06
3500.0,3.911957698568799e-06
3510.0,3.84583519191936e-06
3520.0,3.746230631063941e-06
3530.0,3.5987927142998812e-06
3540.0,3.466021177409188e-06
3550.0,3.3981899245202957e-06
3560.0,3.3284631121483087e-06
3570.0,3.162581754896581e-06
3580.0,3.0766353209653047e-06
3590.0,2.9980679502944267e-06
3600.0,2.8608149968141257e-06
3610.0,2.831870273566906e-06
3620.0,2.7559938022258746e-06
3630.0,2.6808207373978365e-06
3640.0,2.5433590769730264e-06
3650.0,2.527935353229582e-06
3660.0,2.4236307076802383e-06
3670.0,2.4135338989880497e-06
3680.0,2.303754271479736e-06
3690.0,2.2401624089014037e-06
3700.0,2.1920665199194546e-06
3710.0,2.0936268408038327e-06
3720.0,2.0360324091030418e-06
3730.0,2.0052853491959147e-06
3740.0,1.9127365610062057e-06
3750.0,1.8701126348661693e-06
3760.0,1.8177081859611026e-06
3770.0,1.749636867887843e-06
3780.0,1.710646460739589e-06
3790.0,1.656319237923326e-06
3800.0,1.6366528301185056e-06
3810.0,1.581681300556672e-06
3820.0,1.5369326056692743e-06
3830.0,1.5018162227601466e-06
3840.0,1.4521982120722296e-06
3850.0,1.3974125606752057e-06
3860.0,1.3673774229320813e-06
3870.0,1.3310666658622683e-06
3880.0,1.3043916098461208e-06
3890.0,1.2645450018171088e-06
3900.0,1.2068716791118743e-06
3910.0,1.1855628472536202e-06
3920.0,1.1646415249338474e-06
3930.0,1.1233767882903648e-06
3940.0,1.1030388409925356e-06
3950.0,1.044615948352622e-06
3960.0,1.0199313794568995e-06
3970.0,1.0152752340037147e-06
3980.0,9.718501526086279e-07
3990.0,9.398651505660145e-07
4000.0,9.261706871322332e-07
4010.0,8.980350564116492e-07
4020.0,8.738828708600979e-07
4030.0,8.339360459006323e-07
