m,effs
2250.0,0.7946378048419267
2255.0,0.7948306457061998
2260.0,0.7950230549264359
2265.0,0.7952150343958526
2270.0,0.7954065859953148
2275.0,0.7955977115934418
2280.0,0.7957884130467132
2285.0,0.7959786921995735
2290.0,0.7961685508845355
2295.0,0.7963579909222833
2300.0,0.7965470141217712
2305.0,0.7967356222803286
2310.0,0.7969238171837527
2315.0,0.7971116006064136
2320.0,0.7972989743113454
2325.0,0.7974859400503451
2330.0,0.7976724995640692
2335.0,0.7978586545821225
2340.0,0.7980444068231574
2345.0,0.7982297579949598
2350.0,0.7984147097945464
2355.0,0.7985992639082498
2360.0,0.7987834220118097
2365.0,0.798967185770461
2370.0,0.7991505568390225
2375.0,0.7993335368619805
2380.0,0.7995161274735763
2385.0,0.7996983302978906
2390.0,0.7998801469489276
2395.0,0.8000615790306962
2400.0,0.8002426281372959
2405.0,0.8004232958529918
2410.0,0.8006035837523022
2415.0,0.8007834934000737
2420.0,0.8009630263515599
2425.0,0.8011421841525017
2430.0,0.8013209683392026
2435.0,0.8014993804386075
2440.0,0.8016774219683738
2445.0,0.8018550944369527
2450.0,0.8020323993436569
2455.0,0.8022093381787387
2460.0,0.80238591242346
2465.0,0.8025621235501657
2470.0,0.8027379730223538
2475.0,0.8029134622947471
2480.0,0.8030885928133618
2485.0,0.8032633660155772
2490.0,0.8034377833302049
2495.0,0.8036118461775552
2500.0,0.8037855559695051
2505.0,0.8039589141095629
2510.0,0.8041319219929379
2515.0,0.8043045810066021
2520.0,0.8044768925293546
2525.0,0.8046488579318889
2530.0,0.8048204785768514
2535.0,0.8049917558189086
2540.0,0.805162691004806
2545.0,0.8053332854734303
2550.0,0.805503540555871
2555.0,0.8056734575754803
2560.0,0.8058430378479318
2565.0,0.8060122826812814
2570.0,0.8061811933760241
2575.0,0.8063497712251531
2580.0,0.8065180175142168
2585.0,0.8066859335213752
2590.0,0.8068535205174578
2595.0,0.8070207797660172
2600.0,0.8071877125233855
2605.0,0.8073543200387303
2610.0,0.807520603554106
2615.0,0.8076865643045097
2620.0,0.8078522035179354
2625.0,0.8080175224154225
2630.0,0.808182522211113
2635.0,0.8083472041122994
2640.0,0.808511569319478
2645.0,0.8086756190263991
2650.0,0.8088393544201185
2655.0,0.8090027766810435
2660.0,0.8091658869829872
2665.0,0.8093286864932145
2670.0,0.8094911763724908
2675.0,0.8096533577751304
2680.0,0.8098152318490448
2685.0,0.8099767997357885
2690.0,0.8101380625706063
2695.0,0.8102990214824795
2700.0,0.8104596775941726
2705.0,0.8106200320222765
2710.0,0.8107800858772563
2715.0,0.8109398402634933
2720.0,0.8110992962793326
2725.0,0.8112584550171222
2730.0,0.8114173175632611
2735.0,0.8115758849982386
2740.0,0.8117341583966802
2745.0,0.8118921388273859
2750.0,0.8120498273533769
2755.0,0.812207225031933
2760.0,0.8123643329146355
2765.0,0.8125211520474078
2770.0,0.8126776834705565
2775.0,0.8128339282188093
2780.0,0.8129898873213568
2785.0,0.8131455618018908
2790.0,0.8133009526786443
2795.0,0.8134560609644286
2800.0,0.8136108876666719
2805.0,0.8137654337874589
